Municipality Code	Street Code	Street Name	Street House number from	Street House Number to	Street House Number even[L]/odd[U]	Post Code	Locality
101	700	Bomstien            	    	998	L	2500	Valby               
101	700	Bomstien            	1	999	U	2500	Valby               
101	701	Bomuldsgade         	2	998	L	2500	Valby               
101	701	Bomuldsgade         	1	999	U	2500	Valby               
101	702	Bopa Plads          	2	998	L	2100	K¿benhavn ¯         
101	702	Bopa Plads          	1	999	U	2100	K¿benhavn ¯         
101	704	Borgbjergsvej       	    	998	L	2450	K¿benhavn SV        
101	704	Borgbjergsvej       	1	999	U	2450	K¿benhavn SV        
101	708	V.A. Borgens Vej    	2	998	L	2450	K¿benhavn SV        
101	708	V.A. Borgens Vej    	1	999	U	2450	K¿benhavn SV        
101	712	Borgerbo            	    	998	L	2300	K¿benhavn S         
101	712	Borgerbo            	1	999	U	2300	K¿benhavn S         
101	716	Borgergade          	    	998	L	1300	K¿benhavn K         
101	716	Borgergade          	1	999	U	1300	K¿benhavn K         
101	720	Borgerv¾nget        	2	998	L	2100	K¿benhavn ¯         
101	720	Borgerv¾nget        	1	999	U	2100	K¿benhavn ¯         
101	724	Borghaven           	    	998	L	2500	Valby               
101	724	Borghaven           	1	999	U	2500	Valby               
101	728	Borgm Christiansensg	    	998	L	2450	K¿benhavn SV        
101	728	Borgm Christiansensg	1	999	U	2450	K¿benhavn SV        
101	732	Borgmester Jensens A	2	998	L	2100	K¿benhavn ¯         
101	732	Borgmester Jensens A	1	999	U	2100	K¿benhavn ¯         
101	736	Borgmestervangen    	    	998	L	2200	K¿benhavn N         
101	736	Borgmestervangen    	1	999	U	2200	K¿benhavn N         
101	740	Borgskrivervej      	    	998	L	2400	K¿benhavn NV        
101	740	Borgskrivervej      	1	999	U	2400	K¿benhavn NV        
101	744	Borneovej           	    	998	L	2300	K¿benhavn S         
101	744	Borneovej           	1	999	U	2300	K¿benhavn S         
101	748	Bornholmsgade       	    	998	L	1266	K¿benhavn K         
101	748	Bornholmsgade       	1	999	U	1266	K¿benhavn K         
101	752	Borrebyvej          	    	998	L	2700	Br¿nsh¿j            
101	752	Borrebyvej          	1	999	U	2700	Br¿nsh¿j            
101	756	Borthigsgade        	    	998	L	2100	K¿benhavn ¯         
101	756	Borthigsgade        	1	999	U	2100	K¿benhavn ¯         
101	760	Borups All         	2	100	L	2200	K¿benhavn N         
101	760	Borups All         	162	170	L	2200	K¿benhavn N         
101	760	Borups All         	172	998	L	2400	K¿benhavn NV        
101	760	Borups All         	1	101Z	U	2200	K¿benhavn N         
101	760	Borups All         	145	271	U	2400	K¿benhavn NV        
101	760	Borups All         	273	273	U	2700	Br¿nsh¿j            
101	760	Borups All         	275	999	U	2400	K¿benhavn NV        
101	764	Borups Plads        	    	998	L	2200	K¿benhavn N         
101	764	Borups Plads        	1	999	U	2200	K¿benhavn N         
101	768	Boserupvej          	    	998	L	2700	Br¿nsh¿j            
101	768	Boserupvej          	1	999	U	2700	Br¿nsh¿j            
101	772	Botoftevej          	    	998	L	2700	Br¿nsh¿j            
101	772	Botoftevej          	1	999	U	2700	Br¿nsh¿j            
101	776	Boyesgade           	1	17	U	1622	K¿benhavn V         
101	778	Bradb¾nken          	2	998Z	L	1439	K¿benhavn K         
101	778	Bradb¾nken          	1	999Z	U	1439	K¿benhavn K         
101	780	Bragesgade          	    	998	L	2200	K¿benhavn N         
101	780	Bragesgade          	1	999	U	2200	K¿benhavn N         
101	784	Brammingegade       	    	998	L	2100	K¿benhavn ¯         
101	784	Brammingegade       	1	999	U	2100	K¿benhavn ¯         
101	788	Bramslykkevej       	    	998	L	2500	Valby               
101	788	Bramslykkevej       	1	999	U	2500	Valby               
101	796	C.J. Brandts Vej    	    	998	L	2400	K¿benhavn NV        
101	796	C.J. Brandts Vej    	1	999	U	2400	K¿benhavn NV        
101	800	Bratskovvej         	    	998	L	2720	Vanl¿se             
101	800	Bratskovvej         	1	999	U	2720	Vanl¿se             
101	804	Bredahlsvej         	    	998	L	2500	Valby               
101	804	Bredahlsvej         	1	999	U	2500	Valby               
101	808	Bredegrund          	    	998	L	2300	K¿benhavn S         
101	808	Bredegrund          	1	999	U	2300	K¿benhavn S         
101	812	Bredelandsvej       	    	998	L	2100	K¿benhavn ¯         
101	812	Bredelandsvej       	1	999	U	2100	K¿benhavn ¯         
101	816	Bredgade            	    	998	L	1260	K¿benhavn K         
101	816	Bredgade            	1	999	U	1260	K¿benhavn K         
101	818	Bregnegangen        	2	998	L	2300	K¿benhavn S         
101	818	Bregnegangen        	1	999	U	2300	K¿benhavn S         
101	820	Bregner¿dgade       	    	998	L	2200	K¿benhavn N         
101	820	Bregner¿dgade       	1	999	U	2200	K¿benhavn N         
101	824	Breidablik All     	    	998	L	2300	K¿benhavn S         
101	824	Breidablik All     	1	999	U	2300	K¿benhavn S         
101	828	Bremensgade         	    	998	L	2300	K¿benhavn S         
101	828	Bremensgade         	1	999	U	2300	K¿benhavn S         
101	832	Bremerholm          	    	998	L	1069	K¿benhavn K         
101	832	Bremerholm          	1	999	U	1069	K¿benhavn K         
101	836	Breslaugade         	    	998	L	2300	K¿benhavn S         
101	836	Breslaugade         	1	999	U	2300	K¿benhavn S         
101	840	BrigadegŒrden       	    	998	L	2300	K¿benhavn S         
101	840	BrigadegŒrden       	1	999	U	2300	K¿benhavn S         
101	844	Brigadevej          	2	998	L	2300	K¿benhavn S         
101	844	Brigadevej          	1	999	U	2300	K¿benhavn S         
101	848	Bristol All        	    	998	L	2300	K¿benhavn S         
101	848	Bristol All        	1	999	U	2300	K¿benhavn S         
101	852	Broagergade         	    	998	L	1672	K¿benhavn V         
101	852	Broagergade         	1	999	U	1672	K¿benhavn V         
101	856	Brobergsgade        	    	998	L	1427	K¿benhavn K         
101	856	Brobergsgade        	1	999	U	1427	K¿benhavn K         
101	860	Brofogedvej         	    	998	L	2400	K¿benhavn NV        
101	860	Brofogedvej         	1	999	U	2400	K¿benhavn NV        
101	864	Brohusgade          	    	998	L	2200	K¿benhavn N         
101	864	Brohusgade          	1	999	U	2200	K¿benhavn N         
101	868	Broks¿vej           	    	998	L	2700	Br¿nsh¿j            
101	868	Broks¿vej           	1	999	U	2700	Br¿nsh¿j            
101	872	Brol¾ggerstr¾de     	    	998	L	1211	K¿benhavn K         
101	872	Brol¾ggerstr¾de     	1	999	U	1211	K¿benhavn K         
101	876	Bromb¾rvej          	    	998	L	2400	K¿benhavn NV        
101	876	Bromb¾rvej          	1	999	U	2400	K¿benhavn NV        
101	880	Brorsonsgade        	2	998	L	1624	K¿benhavn V         
101	880	Brorsonsgade        	1	999	U	1624	K¿benhavn V         
101	884	Brov¾nget           	    	998	L	2700	Br¿nsh¿j            
101	884	Brov¾nget           	1	999	U	2700	Br¿nsh¿j            
101	886	Brumleby            	2	998	L	2100	K¿benhavn ¯         
101	886	Brumleby            	1	999	U	2100	K¿benhavn ¯         
101	888	Brunevang           	2	30	L	2700	Br¿nsh¿j            
101	888	Brunevang           	1	23	U	2700	Br¿nsh¿j            
101	892	Brydes All         	2	998	L	2300	K¿benhavn S         
101	892	Brydes All         	1	999	U	2300	K¿benhavn S         
101	900	Bryggergade         	    	998	L	2100	K¿benhavn ¯         
101	900	Bryggergade         	1	999	U	2100	K¿benhavn ¯         
101	902	Bryggerhesten       	2	998	L	1799	K¿benhavn V         
101	902	Bryggerhesten       	1	999	U	1799	K¿benhavn V         
101	904	Bryggerivej         	    	998	L	2500	Valby               
101	904	Bryggerivej         	1	999	U	2500	Valby               
101	906	Bryggernes Plads    	2	998	L	1799	K¿benhavn V         
101	906	Bryggernes Plads    	1	999	U	1799	K¿benhavn V         
101	908	Bryggervangen       	    	998	L	2100	K¿benhavn ¯         
101	908	Bryggervangen       	1	999	U	2100	K¿benhavn ¯         
101	912	Bryghusgade         	    	998	L	1473	K¿benhavn K         
101	912	Bryghusgade         	1	999	U	1473	K¿benhavn K         
101	916	Brynhildegade       	    	998	L	2200	K¿benhavn N         
101	916	Brynhildegade       	1	999	U	2200	K¿benhavn N         
101	920	Brysselgade         	2	998	L	2300	K¿benhavn S         
101	920	Brysselgade         	1	999	U	2300	K¿benhavn S         
101	924	Br¿ndk¾rvej         	    	998	L	2500	Valby               
101	924	Br¿ndk¾rvej         	1	999	U	2500	Valby               
101	928	Br¿ndumvej          	    	998	L	2720	Vanl¿se             
101	928	Br¿ndumvej          	1	999	U	2720	Vanl¿se             
101	932	Br¿nsh¿jgŒrdvej     	    	998	L	2700	Br¿nsh¿j            
101	932	Br¿nsh¿jgŒrdvej     	1	999	U	2700	Br¿nsh¿j            
101	936	Br¿nsh¿jholms All  	2	998	L	2700	Br¿nsh¿j            
101	936	Br¿nsh¿jholms All  	1	999	U	2700	Br¿nsh¿j            
101	940	Br¿nsh¿j Kirkevej   	2	998	L	2700	Br¿nsh¿j            
101	940	Br¿nsh¿j Kirkevej   	1	999	U	2700	Br¿nsh¿j            
101	942	Br¿nsh¿j Torv       	2	998	L	2700	Br¿nsh¿j            
101	942	Br¿nsh¿j Torv       	1	999	U	2700	Br¿nsh¿j            
101	944	Br¿nsh¿jvej         	    	998	L	2700	Br¿nsh¿j            
101	944	Br¿nsh¿jvej         	1	999	U	2700	Br¿nsh¿j            
101	948	Bulbjergvej         	    	998	L	2720	Vanl¿se             
101	948	Bulbjergvej         	1	999	U	2720	Vanl¿se             
101	952	Bulgariensgade      	    	998	L	2300	K¿benhavn S         
101	952	Bulgariensgade      	1	999	U	2300	K¿benhavn S         
101	956	Buntmagervej        	    	998	L	2400	K¿benhavn NV        
101	956	Buntmagervej        	1	999	U	2400	K¿benhavn NV        
101	960	Burmeistersgade     	2	998	L	1429	K¿benhavn K         
101	960	Burmeistersgade     	1	999	U	1429	K¿benhavn K         
101	964	Buskager            	    	998	L	2720	Vanl¿se             
101	964	Buskager            	1	999	U	2720	Vanl¿se             
101	966	Buster Larsens Vej  	2	998	L	2500	Valby               
101	966	Buster Larsens Vej  	1	999	U	2500	Valby               
101	968	Bustrupgade         	    	998	L	1737	K¿benhavn V         
101	968	Bustrupgade         	1	999	U	1737	K¿benhavn V         
101	970	B-Vej               	2	998	L	2300	K¿benhavn S         
101	970	B-Vej               	1	999	U	2300	K¿benhavn S         
101	972	Byagervej           	    	998	L	2300	K¿benhavn S         
101	972	Byagervej           	1	999	U	2300	K¿benhavn S         
101	976	Bygholmvej          	    	998	L	2720	Vanl¿se             
101	976	Bygholmvej          	1	999	U	2720	Vanl¿se             
101	980	Byglandsgade        	    	998	L	2300	K¿benhavn S         
101	980	Byglandsgade        	1	999	U	2300	K¿benhavn S         
101	984	Bygmestervej        	    	998	L	2400	K¿benhavn NV        
101	984	Bygmestervej        	1	999	U	2400	K¿benhavn NV        
101	986	Bygr¾nsen           	2	74	L	2770	Kastrup             
101	988	BygŒrdstr¾de        	    	998	L	2700	Br¿nsh¿j            
101	988	BygŒrdstr¾de        	1	999	U	2700	Br¿nsh¿j            
101	992	Byh¿jen             	    	998	L	2720	Vanl¿se             
101	992	Byh¿jen             	1	999	U	2720	Vanl¿se             
101	996	Bykildevej          	2	12	L	2500	Valby               
101	996	Bykildevej          	1	9	U	2500	Valby               
101	1000	Bymosevej           	    	998	L	2500	Valby               
101	1000	Bymosevej           	1	999	U	2500	Valby               
101	1004	Byporten            	    	998	L	2700	Br¿nsh¿j            
101	1004	Byporten            	1	999	U	2700	Br¿nsh¿j            
101	1006	Byst¾vneparken      	    	998	L	2700	Br¿nsh¿j            
101	1006	Byst¾vneparken      	1	999	U	2700	Br¿nsh¿j            
101	1008	Byst¾vnet           	    	998	L	2700	Br¿nsh¿j            
101	1008	Byst¾vnet           	1	999	U	2700	Br¿nsh¿j            
101	1012	Bytinget            	2	998	L	2700	Br¿nsh¿j            
101	1012	Bytinget            	1	999	U	2700	Br¿nsh¿j            
101	1016	Byvangen            	2	998	L	2700	Br¿nsh¿j            
101	1016	Byvangen            	1	999	U	2700	Br¿nsh¿j            
101	1020	B¾kkeskovvej        	    	998	L	2700	Br¿nsh¿j            
101	1020	B¾kkeskovvej        	1	999	U	2700	Br¿nsh¿j            
101	1024	B¾rhaven            	2	998	L	2500	Valby               
101	1024	B¾rhaven            	1	999	U	2500	Valby               
101	1032	B¿hmensgade         	    	998	L	2300	K¿benhavn S         
101	1032	B¿hmensgade         	1	999	U	2300	K¿benhavn S         
101	1036	B¿llegŒrd All      	    	998	L	2400	K¿benhavn NV        
101	1036	B¿llegŒrd All      	1	999	U	2400	K¿benhavn NV        
101	1038	B¿llemosegŒrdsvej   	2	998	L	2100	K¿benhavn ¯         
101	1038	B¿llemosegŒrdsvej   	1	999	U	2100	K¿benhavn ¯         
101	1040	B¿rglumvej          	    	998	L	2720	Vanl¿se             
101	1040	B¿rglumvej          	1	999	U	2720	Vanl¿se             
101	1043	B¿rsbroen           	1	001Z	U	1215	K¿benhavn K         
101	1044	B¿rsgade            	    	998	L	1215	K¿benhavn K         
101	1044	B¿rsgade            	1	999	U	1215	K¿benhavn K         
101	1046	B¿rskaj             	2	20	L	1221	K¿benhavn K         
101	1046	B¿rskaj             	1	1	U	1221	K¿benhavn K         
101	1048	B¿rskovvej          	    	998	L	2100	K¿benhavn ¯         
101	1048	B¿rskovvej          	1	999	U	2100	K¿benhavn ¯         
101	1052	BŒdehavnsgade       	    	998	L	2450	K¿benhavn SV        
101	1052	BŒdehavnsgade       	1	999	U	2450	K¿benhavn SV        
101	1056	BŒdsmandsstr¾de     	    	998	L	1407	K¿benhavn K         
101	1056	BŒdsmandsstr¾de     	1	41	U	1407	K¿benhavn K         
101	1056	BŒdsmandsstr¾de     	45	999	U	1407	K¿benhavn K         
101	1058	Capellakaj          	2	998	L	2100	K¿benhavn ¯         
101	1058	Capellakaj          	1	999	U	2100	K¿benhavn ¯         
101	1060	Caprivej            	    	998	L	2300	K¿benhavn S         
101	1060	Caprivej            	1	999	U	2300	K¿benhavn S         
101	1064	Carl Jacobsens Vej  	2	998	L	2500	Valby               
101	1064	Carl Jacobsens Vej  	1	999	U	2500	Valby               
101	1068	Carl Johans Gade    	    	998	L	2100	K¿benhavn ¯         
101	1068	Carl Johans Gade    	1	999	U	2100	K¿benhavn ¯         
101	1072	Carl Langes Vej     	    	998	L	2500	Valby               
101	1072	Carl Langes Vej     	1	999	U	2500	Valby               
101	1076	Carl Nielsens All  	    	998	L	2100	K¿benhavn ¯         
101	1076	Carl Nielsens All  	1	999	U	2100	K¿benhavn ¯         
101	1080	Carlsgade           	    	998	L	2300	K¿benhavn S         
101	1080	Carlsgade           	1	999	U	2300	K¿benhavn S         
101	1082	Carl Th. Dreyers Vej	2	998	L	2500	Valby               
101	1083	Carl Th. Zahles Gade	2	998	L	2300	K¿benhavn S         
101	1083	Carl Th. Zahles Gade	1	999	U	2300	K¿benhavn S         
101	1084	Carl Torps Vej      	    	998	L	2500	Valby               
101	1084	Carl Torps Vej      	1	999	U	2500	Valby               
101	1086	Carsten Niebuhrs G  	2	998	L	1577	K¿benhavn V         
101	1086	Carsten Niebuhrs G  	1	999	U	1577	K¿benhavn V         
101	1088	Carstensgade        	    	998	L	1770	K¿benhavn V         
101	1088	Carstensgade        	1	999	U	1770	K¿benhavn V         
101	1092	Castbergsvej        	    	998	L	2500	Valby               
101	1092	Castbergsvej        	1	999	U	2500	Valby               
101	1093	Center Boulevard    	2	998	L	2300	K¿benhavn S         
101	1093	Center Boulevard    	1	999	U	2300	K¿benhavn S         
101	1094	Centerparken        	2	998	L	2500	Valby               
101	1094	Centerparken        	1	999	U	2500	Valby               
101	1095	Cedergangen         	2	998	L	2300	K¿benhavn S         
101	1095	Cedergangen         	1	999	U	2300	K¿benhavn S         
101	1096	Ceylonvej           	    	998	L	2300	K¿benhavn S         
101	1096	Ceylonvej           	1	999	U	2300	K¿benhavn S         
101	1098	Centrumforbindelsen 	999	999Z	U	2300	K¿benhavn S         
101	1099	Charl. Ammundsens Pl	2	998	L	1359	K¿benhavn K         
101	1099	Charl. Ammundsens Pl	1	999	U	1359	K¿benhavn K         
101	1100	Charlotte Muncks Vej	    	998	L	2400	K¿benhavn NV        
101	1100	Charlotte Muncks Vej	1	999	U	2400	K¿benhavn NV        
101	1104	Christen Bergs All 	    	998	L	2500	Valby               
101	1104	Christen Bergs All 	1	999	U	2500	Valby               
101	1106	J.C. Christensens G 	2	998	L	2300	K¿benhavn S         
101	1106	J.C. Christensens G 	1	999	U	2300	K¿benhavn S         
101	1108	Christian II's All 	    	998	L	2300	K¿benhavn S         
101	1108	Christian II's All 	1	999	U	2300	K¿benhavn S         
101	1109	Christian IV's Bro  	999	999Z	U	1219	K¿benhavn K         
101	1112	Christian IX's Gade 	    	998	L	1111	K¿benhavn K         
101	1112	Christian IX's Gade 	1	999	U	1111	K¿benhavn K         
101	1118	Christiansborg Slot 	    	998	L	1218	K¿benhavn K         
101	1118	Christiansborg Slot 	1	999	U	1218	K¿benhavn K         
101	1120	Christiansborggade  	    	998	L	1558	K¿benhavn V         
101	1120	Christiansborggade  	1	999	U	1558	K¿benhavn V         
101	1124	Christiansb Ridebane	    	998	L	1218	K¿benhavn K         
101	1124	Christiansb Ridebane	1	999	U	1218	K¿benhavn K         
101	1126	Christiansbro       	2	998Z	L	1409	K¿benhavn K         
101	1126	Christiansbro       	1	999Z	U	1409	K¿benhavn K         
